Kanji,Kana,POS,Meaning,Example
簡単,かんたん,"adj-na,n",simple,"簡単な質問なのに、答えが分かりません。
Although it is a simple question, I don't know the answer."
米,こめ,n,rice,"最近いつも米を食べているから、今日パンにしよう。
We've been eating rice all the time recently, so let's have bread today."
糸,いと,"n,n-suf",thread; string,"このシャツを直したいんですが、糸がありますか？
I want to fix this shirt, but do you have string?"
約束,やくそく,"n,vs",promise; agreement,"母に遊ぶ前に宿題をすると約束しました。
I promised my mother I would do my homework before playing."
素晴らしい,すばらしい,adj-i,wonderful; splendid,"ホテルの50階からの景色は素晴らしいです。
The view from the 50th floor of the hotel is splendid."
細かい,こまかい,adj-i,small; minor,"細かい雨が降っていた。
Small rain (small raindrops) was falling."
紹介,しょうかい,"n,vs,adj-no",introduction,"ジョンをジェーンに紹介してあげました。
I introduced John to Jane."
終わり,おわり,n,the end,"これで終わりです。
This is the end."
経済,けいざい,"n,vs",economics,"経済学
the study of economics"
経験,けいけん,"n,vs",experience,"大きい地震を経験しましたか？
Have you experienced a large earthquake?"
絹,きぬ,n,silk,"絹で作った服は高くて買えないです。
The clothes made of silk are expensive and I can't buy them."
続く,つづく,vi,to continue,"暑い日が続くから冷房を買おう。
Hot days will continue, so let's buy an air conditioner."
続ける,つづける,vt,to continue,"日本語の勉強を続けます。
I will continue to study Japanese."
線,せん,"n,n-suf",line,"黒い線の上にサインしてください。
Please sign your name above the black line."
美しい,うつくしい,adj-i,beautiful; lovely,"旅館から美しい景色が見えます。
You can see beautiful scenery from the ryokan."
美術館,びじゅつかん,n,art museum,"アートが好きだから1か月に1回美術館に行きます。
I like art so I go to the museum once a month."
習慣,しゅうかん,"n,adj-no",habit; custom,"毎晩日本語を勉強する習慣にしています。
I am making a habit of studying Japanese every night."
翻訳,ほんやく,"n,vs",translation,"英語のテキストを日本語に翻訳しました。
I translated the English text to Japanese."
考える,かんがえる,vt,to think; to ponder,"さっきの難しい問題を考えています。
I am thinking about the recent difficult problem."
聞こえる,きこえる,"vt,vi",able to be heard,"後ろの人は聞こえますか？
Can the people in the back hear me?"
育てる,そだてる,vt,to raise; to rear,"子供を育てる
to raise children"
背中,せなか,n,back (of body),"昨日運動しすぎたから背中が痛い。
My back hurts because I exercised too much yesterday."
腕,うで,n,arm,"昨日運動しすぎたから腕が痛い。
My arm hurts because I exercised too much yesterday."
自由,じゆう,adj-na,freedom,"サンプルを自由にとってください。
Please take the samples freely."
臭い,におい,n,smell; scent,"このモイスチャーはバラの臭いじゃない？
I think this moisturizer is the scent of roses."
致す,いたす,vt,(hum) to do,"承知致しました。
I understand and agree.  (Often used when addressing a customer)"
興味,きょうみ,n,interest (in something); curiosity,"日本の文化に興味があるので、留学しました。
I am interested in Japanese culture, so I studied abroad."
船,ふね,n,ship; boat,"船が好きなら一回クルーズに行ってほしいです。
If you like boats, I want you go to on a cruise once."
花見,はなみ,"n,vs",cherry blossom viewing,"明日天気が良いので、花見しに行こう。
Tomorrow will be good weather, so let's go cherry blossom viewing."
苦い,にがい,adj-i,bitter,"苦いコーヒーが飲みにくいです。
Bitter coffee is difficult to drink."
草,くさ,n,grass; weed,"牛は草を食べる。
Cows eat grass."
落す,おとす,vt,to drop,"ガラスのコップを落さないように気を付けてください。
Please be careful not to drop the glass cup."
落ちる,おちる,vi,to fall; to drop | to fail,"寒くなると紅葉が落ちてくる。
When it becomes cold, the autumn leaves will fall."
葉,は,n,leaf; blade (of grass),"秋になると葉は黄色くなります。
The leaves turn yellow when it becomes autumn."
虫,むし,n,insect; bug,"林の中で虫にさされた。
I was bitten by insects in the woods."
血,ち,n,blood,"警察は床に血を発見しました。
The police found some blood on the floor."
行う,おこなう,vt,to conduct; to carry out,"調査を行う
to carry out a survey"
表,おもて,n,surface; face; front,"免許の表と裏をスキャンしてください。
Please scan the front and back of your driver's license."
裏,うら,n,bottom; back,"免許の表と裏をスキャンしてください。
Please scan the front and back of your driver's license."
複雑,ふくざつ,adj-na,complex; complicated,"細かい点がたくさんあるので、それは複雑な問題ですね。
There are many small points, so that is a complicated problem."
褒める,ほめる,vt,to praise,"本田さんはあなたを褒めたよ。
Mr. Honda praised you."
西洋,せいよう,"n,adj-no",the west; Western countries,"西洋の文化は日本の文化と違います。
The culture of the west is different from Japanese culture."
見える,みえる,vi,to be seen; to look,"彼女はプレゼントをもらったら嬉しく見えた。
She looked overjoyed when she received the present."
見つかる,みつかる,vi,to be found,"この間忘れた傘が見つかりましたか？
Was the umberella you said you forgot the other day found?"
見つける,みつける,"v1,vt",to find,"この間忘れた傘を見つけました。
I found the umberella I forgot the other day."
見物,けんぶつ,"n,vs",sightseeing; watching,"歴史のある京都に見物しに行ってください。
Please go sightseeing in Kyoto, where there is history."
規則,きそく,n,rule; regulation,"入学式の前に規則をよく読んでください。
Please read the rules before the entrance ceremony."
親,おや,n,parent(s),"親と一緒に温泉に行きました。
I went together with my parents to the hot spring."
親切,しんせつ,"adj-na,n",kindness; gentleness,"彼はいつも日本語を教えてくれて、親切です。
He is kind because he is always teaching me Japanese."
触る,さわる,vi,to touch; to feel,"熱いから触らないでね。
Don't touch this because it's hot."
計画,けいかく,"n,vs",plan; schedule,"この計画で勉強すると試験までに終わらないよ。
If you study with this plan, you won't finish by the test."
訪ねる,たずねる,vt,to visit; to call on,"友達の家を訪ねた。
I visited my friend's home."
試合,しあい,"n,vs",match; game,"雨がざあざあ降ったから試合が延期されました。
It rained hard so the game was postponed."
試験,しけん,"n,vs",exam; test,"勉強しなかったから日本語能力試験を失敗しました。
I failed the JLPT because I didn't study."
説明,せつめい,"n,vs,adj-no",explanation; exposition,"遅れた理由を説明してください。
Please explain the reason you were late."
課長,かちょう,n,section manager; section chief,"課長の上司は部長です。
The sction manager's superior is the department manager."
調べる,しらべる,vt,to investigate; to look up,"知らない言葉の意味を辞書で調べてください。
Please look up the words you don't know in a dictionary."
講堂,こうどう,n,auditorium; lecture hall,"講義は講堂で1時に開催します。
We will start the lecture in the auditorium at 1:00."
講義,こうぎ,"n,vs",lecture,"講義は講堂で1時に開催します。
We will start the lecture in the auditorium at 1:00."
謝る,あやまる,vi,to apologize,"悪いことをやっていないから謝らない。
I won't apologize because I have not done anything wrong."
警察,けいさつ,"n,adj-no",police; ploliceman,"警察が泥棒を逮捕した。
The policeman arrested the thief."
負ける,まける,vi,to lose; to be defeated,"頑張ったのに、向こうのチームが強くて負けました。
We tried hard, but the other team was strong and we lost."
貿易,ぼうえき,"n,vs",trade (economics),"日本は米国と大量に貿易をしている。
Japan trades a lot with the United States."
贈り物,おくりもの,n,present; gift,"娘さんの贈り物は何にしますか？
What will you do for your daughter's present?"
赤ちゃん,あかちゃん,n,baby,"あの赤ちゃんは人形のような大きさですね。
That baby is the size of a doll."
赤ん坊,あかんぼう,n,baby; infant,"医者は赤ん坊を見ました。
The doctor looked at the baby."
起こす,おこす,vt,to wake up,"短い昼寝をしたいので、30分後起こしてくれますか？
I want to take a short nap, so could you wake me in 30 min?"
趣味,しゅみ,n,hobby,"小説を書くのが趣味です。
Writing short stories is my hobby."
足す,たす,vt,to add,"砂糖が足りなかったからちょっと足しました
There wasn't enough sugar, so I added a little."
足りる,たりる,vi,to be sufficient; to be enough,"砂糖が足りなかったからちょっと足しました
There wasn't enough sugar, so I added a little."
踊り,おどり,n,dance,"盆踊り
Bon dance"
踊る,おどる,vi,to dance,"踊るのが好きです。
I like dancing."
踏む,ふむ,vt,to step on,"片付けてないから子供のおもちゃを踏んでしまいました。
I did not clean up so I stepped on the child's toy."
輸入,ゆにゅう,"n,vs,adj-no",import,"フランスから輸入されたワインが美味しい。
The wine imported from France is delicious."
輸出,ゆしゅつ,"n,vs,adj-no,adj-na",export,"最近和牛が人気になっている日本の輸出です。
Recently, Japanese beef is a Japanese export that is becoming popular."
辞典,じてん,n,dictionary,"本棚に英和辞典がありますか。
Is there an English-Japanese dictionary on the bookshelf?"
込む,こむ,vi,to be crowded; to be packed,"駅が非常に込んでいたので、電車に乗るまで時間がかかりました。
The station was very crowded, so it took time to get on the train."
迎える,むかえる,vt,to pickup; to greet; to receive,"息子を迎えに行く。
I will go to pickup my son."
近所,きんじょ,"n,adj-no",neighborhood,"近所の迷惑になるので、静かにしなさい。
It is causing trouble for the neighborhood, so be quiet!"
返事,へんじ,"n,vs",reply; response,"返事が来るまで待つ。
I will wait until a reply comes."
退院,たいいん,"n,vs",discharge from hospital,"大分治っているので、後二週間で退院できると思います。
You have mostly healed, so I think you can be discharged in two weeks."
送る,おくる,vt,to send; to dispatch | to escort,"お客様にメールを送ってください。
Please send an email to the customer."
逃げる,にげる,vi,to escape; to run away,"泥棒が逃げました。
The thief ran away."
途中,とちゅう,"n-adv,n",on the way to; in the middle of,"途中で私の車が故障した。
My car broke down on the way."
通う,かよう,vi,"to go to (school, work, etc.); to commute","毎日電車で学校に通っています。
I commute to school everyday by train."
通り,とおり,n,street; road,"危ないので、大きい通りで遊ばないで。
Don't play in the big street because it is dangerous."
通る,とおる,vi,to pass by; to go through,"あの道がいつも混んでいるので、朝通らないようにしています。
That street is always crowded, so I make a point of not going through it in the morning."
連れる,つれる,vt,to bring along; to go with; to accompany,"明日ジョンを映画に連れていく。
I will accompany John to the move tomorrow."
連絡,れんらく,"vs,adj-no",to contact; to get in touch,"空港に着いたらすぐに連絡します。
I'll contact you  as soon as I am at the airport."
進む,すすむ,vi,to advance; to proceed,"ドアを閉められるように、もう少し前に進んでもらえますか？
Could you move forward so we can close the door?"
遅れる,おくれる,vi,to be late,"遅れてすみません。今日寝坊してしまいました。
Sorry I am late.  I overslept today."
遊び,あそび,"n,n-suf",playing,"遊びではなくて仕事だから真面目にやってください。
Please do it seriously because it is work, not play."
運ぶ,はこぶ,vt,to carry,"主人に重い箱を台所まで運んでもらいました。
I had my husband carry the heavy box to the kitchen."
運動,うんどう,"n,vs",exercise; physical training,"ジョンは運動しているので力があります。
Jon exercises so he has strength."
運転,うんてん,"n,vs,adj-no","operation (of a machine, etc.); driving","スマホを使いながら車を運転するのはすごく危ないです。
Driving while using a smartphone is very dangerous."
運転手,うんてんしゅ,n,driver; chauffeur,"バスの運転手
bus driver"
過ぎる,すぎる,"vi,suf",to pass by | to be too ～,"ネットフィリックスを見たら時間がドンドン過ぎる。
Time passes rapidly when watching Netflix."
道具,どうぐ,n,tool; apparatus; device,"この家具を組み立てるにはドライバーという道具が必要です。
A tool called a screwdriver is necessary for putting together this furniture."
遠く,とおく,"adj-no,n-adv,n",far away; distant,"危ないから遠く行かないでね。
Don't go far because it's dangerous."
遠慮,えんりょ,"n,vs",holding back (out of politeness),"遠慮しないでいっぱい食べてください。
Please do not hold back and eat a lot."
適当,てきとう,"adj-na,n",suitable; appropriate,"適当な答えを選び、空欄に書きなさい。
Please choose a suitable answer and write it in the blank space."
選ぶ,えらぶ,vt,to choose,"正しい答えを選んでください。
Choose the correct answer."
郊外,こうがい,"n,adj-no",suburb; outskirts,"彼はロンドンの郊外に住んでいる。
He lives in the suburbs of London."
部長,ぶちょう,n,"head of a department, team, or section","彼は営業部の部長です。
He is the manager of the sales department."
都,と,n,metropolis; city,"都内の物価が高い。
Prices in the city are high."
都合,つごう,"adv,n,vs",circumstances; condition | arrangement,"都合が良ければ私のライブを見に来てね。
Come to see my live if circumstances permit."
金持ち,かねもち,n,rich person,"お金持ちになりたい。
I want to become a rich person."
釣る,つる,vt,to fish; to catch,"彼は魚を３匹釣った。
He caught three fish."
鏡,かがみ,n,mirror,"鏡を使いたいんですけど、お手洗いはどこですか？
I want to use a mirror; where is the restroom?"
開く（ひらく）,ひらく,"vi,vt",to open,"日本に来てから銀行口座を開きました。
I opened a bank account after coming to Japan."
間,あいだ,"n-adv,n",space (between); time (between); span,"テストに着いてから待っている間漢字を復習します。
I will review kanji during the time I wait after arriving at the test."
間に合う,まにあう,vi,to be in time for,"夕食に間に合わなかったから母が怒りました。
My mother became angry because I was not in time for dinner."
間違える,まちがえる,vt,to make a mistake,"この漢字は間違えやすいし、覚えにくいです。
It is easy to make a mistake on this kanji and difficult to remember."
関係,かんけい,"n,vs,adj-no",relationship; connection,"私はもうあの会社と関係がないので、行くことはありません。
I no longer have a connection to that company so I will not go there."
降り出す,ふりだす,vi,"to start to rain (snow, etc.)","雨が降り出した。
It began to rain."
隅,すみ,"n,n-suf",corner,"一所懸命に探したんですけど、鍵は結局隅にありました。
I searched very hard for the keys, but they were in the corner."
集まる,あつまる,vi,to gather,"秋に葉は木の下に集まる。
Leaves gather under the tree in fall."
集める,あつめる,vt,to collect; to assemble; to gather,"1000万円以上集めないと会社が作れない。
We can't create the company if we don't gather at least 10M yen."
雲,くも,n,cloud,"雲が多くて、もうすぐ降りそうです。
There are many clouds so it looks like it will rain soon."
電灯,でんとう,n,electric light,"出かける前には必ず電灯を消すようにしなさい。
Make sure that you turn the lights off before you leave."
非常に,ひじょうに,adv,very; extremely,"駅が非常に混んでいたので、電車に乗るまで時間がかかりました。
The station was very crowded, so it took time to get on the train."
音,おと,"n,n-suf",sound; noise,"勉強したいからテレビの音を小さくしてくれませんか。
Will you please turn down the TV because I want to study?"
頂く,いただく,vt,(hum) to receive,"先生にこの教科書を頂きました。
I received this textbook from the teacher."
頑張る,がんばる,vi,to persevere; to persist,"もっと頑張って日本語を勉強しないと上手にならない。
I won't become good if I don't persevere and study Japanese harder."
飛行場,ひこうじょう,n,airfield,"本当のお金持ちならプライベート飛行場を持ちます。
If you are really rich, you have your own private airfield."
食事,しょくじ,"n,vs",meal; to eat (a meal),"食事してから出かけましょう。
Let's go out after eating."
食料品,しょくりょうひん,n,foodstuff; groceries,"あの店は食料品も電気製品も売っています。
That store sells both foodstuffs and electronics."
飾る,かざる,vt,to decorate; to adorn,"明日はパーティだからこの部屋を花で飾りましょう。
Tomorrow is the party, so let's decorate this room with flowers."
首,くび,n,neck,"首が固くなると頭は痛くなることが多い。
My head often becomes sore when my neck becomes stiff."
駐車場,ちゅうしゃじょう,n,parking lot,"駐車場に車を止める
to park the car in the parking lot"
騒ぐ,さわぐ,vi,to be noisy; to make a fuss,"隣の部屋の音が聞こえるので、騒がないでください。
You can hear sound from the next room, so don't be noisy."
驚く,おどろく,vi,to be surprised,"大きい音が急に出て、驚きました。
There was a large sudden sound that surprised me."
高校,こうこう,n,high school,"高校で何を勉強している？
What are you studying in high school?"
高校生,こうこうせい,n,high school student,"ジョンの妹は高校生です。
John’s little sister is a high school student."
高等学校,こうとうがっこう,n,high school,"高等学校で何を勉強している？
What are you studying in high school?"
髪,かみ,n,hair (on the head),"髪が長いから今週木曜日に美容室に行く予定です。
I am planning on going to the beauty salon this Thursday because my hair is long."
鳴る,なる,vi,to sound; to ring,"毎朝アラームが6時になるようにしています。
I am setting my alarm to ring at 6:00 every morning."
